name,gender,score,emails,country,group,bxl building id,bxl building name,bxl floor,bxl office number,bxl fax,bxl phone1,bxl phone2,stg building id,stg building name,stg floor,stg office number,stg fax,stg phone1,stg phone2
Syed KAMALL,M,37,syed.kamall@europarl.europa.eu,United Kingdom,ECR,WIB,Willy Brandt,05,M073,+322 28 49792,+322 28 45792,+322 28 47792,LOW,Louise Weiss,T11,052,+333 88 1 79792,+333 88 1 75792,+333 88 1 77792
Michał Tomasz KAMIŃSKI,M,55,michaltomasz.kaminski@europarl.europa.eu,Poland,ECR,WIB,Willy Brandt,06,M115,+322 28 49725,+322 28 45725,+322 28 47725,LOW,Louise Weiss,T11,056,+333 88 1 79725,+333 88 1 75725,+333 88 1 77725
Sajjad KARIM,M,37,sajjad.karim@europarl.europa.eu,United Kingdom,ECR,WIB,Willy Brandt,04,M107,+322 28 49640,+322 28 45640,+322 28 47640,LOW,Louise Weiss,T11,054,+333 88 1 79640,+333 88 1 75640,+333 88 1 77640
Timothy KIRKHOPE,M,36,,United Kingdom,ECR,ASP,Altiero Spinelli,09,G305,+322 28 49321,+322 28 45321,+322 28 47321,LOW,Louise Weiss,T11,026,+333 88 1 79321,+333 88 1 75321,+333 88 1 77321
Paweł Robert KOWAL,M,56,pawelrobert.kowal@europarl.europa.eu - biuro@pawelkowal.pl,Poland,ECR,WIB,Willy Brandt,02,M107,+322 28 49703,+322 28 45703,+322 28 47703,LOW,Louise Weiss,T11,087,+333 88 1 79703,+333 88 1 75703,+333 88 1 77703
Edvard KOŽUŠNÍK,M,45,edvard.kozusnik@europarl.europa.eu,Czech Republic,ECR,WIB,Willy Brandt,03,M097,+322 28 49711,+322 28 45711,+322 28 47711,LOW,Louise Weiss,T13,037,+333 88 1 79711,+333 88 1 75711,+333 88 1 77711
Ryszard Antoni LEGUTKO,M,54,biuro@rlegutko.pl - ryszardantoni.legutko@europarl.europa.eu,Poland,ECR,WIB,Willy Brandt,03,M073,+322 28 49722,+322 28 45722,+322 28 47722,LOW,Louise Weiss,T13,059,+333 88 1 79722,+333 88 1 75722,+333 88 1 77722
Susy DE MARTINI,F,,susy.demartini@europarl.europa.eu,Italy,ECR,,,,,,,,,,,,,,
Emma MCCLARKIN,F,45,emma.mcclarkin@europarl.europa.eu,United Kingdom,ECR,WIB,Willy Brandt,04,M105,+322 28 49684,+322 28 45684,+322 28 47684,LOW,Louise Weiss,T11,055,+333 88 1 79684,+333 88 1 75684,+333 88 1 77684
Anthea MCINTYRE,F,51,anthea.mcintyre@europarl.europa.eu,United Kingdom,ECR,WIB,Willy Brandt,05,M081,+322 28 49106,+322 28 45106,+322 28 47106,LOW,Louise Weiss,T11,034,+333 88 1 79106,+333 88 1 75106,+333 88 1 77106
Marek Henryk MIGALSKI,M,54,marekhenryk.migalski@europarl.europa.eu,Poland,ECR,WIB,Willy Brandt,02,M113,+322 28 49724,+322 28 45724,+322 28 47724,LOW,Louise Weiss,T13,061,+333 88 1 79724,+333 88 1 75724,+333 88 1 77724
Cristiana MUSCARDINI,F,47,cristiana.muscardini@europarl.europa.eu,Italy,ECR,ASP,Altiero Spinelli,09,E165,+322 28 49277,+322 28 45277,+322 28 47277,LOW,Louise Weiss,T10,052,+333 88 1 79277,+333 88 1 75277,+333 88 1 77277
James NICHOLSON,M,40,james.nicholson@europarl.europa.eu,United Kingdom,ECR,WIB,Willy Brandt,04,M097,+322 28 49933,+322 28 45933,+322 28 47933,LOW,Louise Weiss,T11,057,+333 88 1 79933,+333 88 1 75933,+333 88 1 77933
Miroslav OUZKÝ,M,47,miroslav.ouzky@europarl.europa.eu,Czech Republic,ECR,WIB,Willy Brandt,03,M099,+322 28 49810,+322 28 45810,+322 28 47810,LOW,Louise Weiss,T13,039,+333 88 1 79810,+333 88 1 75810,+333 88 1 77810
Mirosław PIOTROWSKI,M,50,miroslaw.piotrowski@europarl.europa.eu,Poland,ECR,WIB,Willy Brandt,02,M105,+322 28 49588,+322 28 45588,+322 28 47588,LOW,Louise Weiss,T11,091,+333 88 1 79588,+333 88 1 75588,+333 88 1 77588
Tomasz Piotr PORĘBA,M,54,tomasz.poreba@europarl.europa.eu,Poland,ECR,WIB,Willy Brandt,03,M075,+322 28 49866,+322 28 45866,+322 28 47866,LOW,Louise Weiss,T13,065,+333 88 1 79866,+333 88 1 75866,+333 88 1 77866
Anna ROSBACH,F,52,anna.rosbach@europarl.europa.eu,Denmark,ECR,WIB,Willy Brandt,05,M097,+322 28 49746,+322 28 45746,+322 28 47746,LOW,Louise Weiss,T11,020,+333 88 1 79746,+333 88 1 75746,+333 88 1 77746
Struan STEVENSON,M,36,struan.stevenson@europarl.europa.eu,United Kingdom,ECR,ASP,Altiero Spinelli,12,G302,+322 28 49710,+322 28 45710,+322 28 47710,LOW,Louise Weiss,T11,058,+333 88 1 79710,+333 88 1 75710,+333 88 1 77710
Ivo STREJČEK,M,48,ivo.strejcek@europarl.europa.eu,Czech Republic,ECR,WIB,Willy Brandt,03,M105,+322 28 49667,+322 28 45667,+322 28 47667,LOW,Louise Weiss,T13,041,+333 88 1 79667,+333 88 1 75667,+333 88 1 77667
Robert STURDY,M,30,robert.sturdy@europarl.europa.eu,United Kingdom,ECR,WIB,Willy Brandt,04,M089,+322 28 49294,+322 28 45294,+322 28 47294,LOW,Louise Weiss,T11,059,+333 88 1 79294,+333 88 1 75294,+333 88 1 77294
Kay SWINBURNE,F,45,kay.swinburne@europarl.europa.eu,United Kingdom,ECR,WIB,Willy Brandt,04,M083,+322 28 49687,+322 28 45687,+322 28 47687,LOW,Louise Weiss,T11,061,+333 88 1 79687,+333 88 1 75687,+333 88 1 77687
Konrad SZYMAŃSKI,M,61,konrad.szymanski@europarl.europa.eu,Poland,ECR,WIB,Willy Brandt,02,M099,+322 28 49136,+322 28 45136,+322 28 47136,LOW,Louise Weiss,T11,085,+333 88 1 79136,+333 88 1 75136,+333 88 1 77136
Charles TANNOCK,M,34,charles.tannock@europarl.europa.eu,United Kingdom,ECR,WIB,Willy Brandt,04,M081,+322 28 49870,+322 28 45870,+322 28 47870,LOW,Louise Weiss,T11,065,+333 88 1 79870,+333 88 1 75870,+333 88 1 77870
Ruža TOMAŠIĆ,F,,ruza.tomasic@europarl.europa.eu,Croatia,ECR,,,,,,,,,,,,,,
Valdemar TOMAŠEVSKI,M,60,valdemar.tomasevski@europarl.europa.eu,Lithuania,ECR,WIB,Willy Brandt,03,M115,+322 28 49698,+322 28 45698,+322 28 47698,LOW,Louise Weiss,T11,071,+333 88 1 79698,+333 88 1 75698,+333 88 1 77698
Evžen TOŠENOVSKÝ,M,45,evzen.tosenovsky@europarl.europa.eu,Czech Republic,ECR,WIB,Willy Brandt,03,M107,+322 28 49717,+322 28 45717,+322 28 47717,LOW,Louise Weiss,T13,043,+333 88 1 79717,+333 88 1 75717,+333 88 1 77717
Geoffrey VAN ORDEN,M,33,geoffrey.vanorden@europarl.europa.eu,United Kingdom,ECR,WIB,Willy Brandt,04,M075,+322 28 49332,+322 28 45332,+322 28 47332,LOW,Louise Weiss,T11,067,+333 88 1 79332,+333 88 1 75332,+333 88 1 77332
Oldřich VLASÁK,M,42,oldrich.vlasak@europarl.europa.eu,Czech Republic,ECR,ASP,Altiero Spinelli,09,G130,+322 28 49357,+322 28 45357,+322 28 47357,LOW,Louise Weiss,T13,014,+333 88 1 79357,+333 88 1 75357,+333 88 1 77357
Janusz WOJCIECHOWSKI,M,59,janusz.wojciechowski@europarl.europa.eu,Poland,ECR,WIB,Willy Brandt,02,M121,+322 28 49802,+322 28 45802,+322 28 47802,LOW,Louise Weiss,T13,055,+333 88 1 79802,+333 88 1 75802,+333 88 1 77802
Marina YANNAKOUDAKIS,F,48,marina.yannakoudakis@europarl.europa.eu,United Kingdom,ECR,WIB,Willy Brandt,04,M073,+322 28 49692,+322 28 45692,+322 28 47692,LOW,Louise Weiss,T11,069,+333 88 1 79692,+333 88 1 75692,+333 88 1 77692
Jan ZAHRADIL,M,45,jan.zahradil@europarl.europa.eu,Czech Republic,ECR,WIB,Willy Brandt,02,M081,+322 28 49666,+322 28 45666,+322 28 47666,LOW,Louise Weiss,T13,045,+333 88 1 79666,+333 88 1 75666,+333 88 1 77666
Roberts ZĪLE,M,43,roberts.zile@europarl.europa.eu,Latvia,ECR,WIB,Willy Brandt,03,M121,+322 28 49224,+322 28 45224,+322 28 47224,LOW,Louise Weiss,T13,033,+333 88 1 79224,+333 88 1 75224,+333 88 1 77224
