name,gender,score,emails,country,group,bxl building id,bxl building name,bxl floor,bxl office number,bxl fax,bxl phone1,bxl phone2,stg building id,stg building name,stg floor,stg office number,stg fax,stg phone1,stg phone2
Izaskun BILBAO BARANDICA,F,64,izaskun.bilbaobarandica@europarl.europa.eu,Spain,ALDE,ASP,Altiero Spinelli,08,G158,+322 28 49528,+322 28 45528,+322 28 47528,WIC,Winston Churchill,M02,007,+333 88 1 79528,+333 88 1 75528,+333 88 1 77528
Emma BONINO,F,,,Italy,ALDE,,,,,,,,,,,,,,
Jean-Louis BOURLANGES,M,,,France,ALDE,,,,,,,,,,,,,,
Sharon BOWLES,F,47,sharon.bowles@europarl.europa.eu,United Kingdom,ALDE,ASP,Altiero Spinelli,10,G201,+322 28 49221,+322 28 45221,+322 28 47221,WIC,Winston Churchill,M02,029,+333 88 1 79221,+333 88 1 75221,+333 88 1 77221
Jorgo CHATZIMARKAKIS,M,53,jorgo.chatzimarkakis@europarl.europa.eu,Germany,ALDE,ASP,Altiero Spinelli,10,G202,+322 28 49149,+322 28 45149,+322 28 47149,WIC,Winston Churchill,M02,103,+333 88 1 79149,+333 88 1 75149,+333 88 1 77149
Christina CHRISTOVA,F,,,Bulgaria,ALDE,,,,,,,,,,,,,,
Silvia CIORNEI,F,,,Romania,ALDE,,,,,,,,,,,,,,
Adrian-Mihai CIOROIANU,M,,,Romania,ALDE,,,,,,,,,,,,,,
Jürgen CREUTZMANN,M,56,jurgen.creutzmann@europarl.europa.eu,Germany,ALDE,ASP,Altiero Spinelli,10,G107,+322 28 49575,+322 28 45575,+322 28 47575,WIC,Winston Churchill,M02,085,+333 88 1 79575,+333 88 1 75575,+333 88 1 77575
Brian CROWLEY,M,43,brian.crowley@europarl.europa.eu - briancrowleymep@eircom.net,Ireland,ALDE,ASP,Altiero Spinelli,04,F365,+322 28 49751,+322 28 45751,+322 28 47751,LOW,Louise Weiss,T06,038,+333 88 1 79751,+333 88 1 75751,+333 88 1 77751
Chris DAVIES,M,65,chris@chrisdaviesmep.org.uk,United Kingdom,ALDE,ASP,Altiero Spinelli,10,G169,+322 28 49353,+322 28 45353,+322 28 47353,WIC,Winston Churchill,M02,005,+333 88 1 79353,+333 88 1 75353,+333 88 1 77353
Philippe DE BACKER,M,54,philippe.debacker@europarl.europa.eu,Belgium,ALDE,ASP,Altiero Spinelli,09,G173,+322 28 49111,+322 28 45111,+322 28 47111,WIC,Winston Churchill,M02,001,+333 88 1 79111,+333 88 1 75111,+333 88 1 77111
Gábor DEMSZKY,M,,,Hungary,ALDE,,,,,,,,,,,,,,
Leonidas DONSKIS,M,60,leonidas.donskis@europarl.europa.eu,Lithuania,ALDE,ASP,Altiero Spinelli,10,G217,+322 28 49610,+322 28 45610,+322 28 47610,WIC,Winston Churchill,M02,022,+333 88 1 79610,+333 88 1 75610,+333 88 1 77610
Andrew DUFF,M,57,andrew.duff@europarl.europa.eu,United Kingdom,ALDE,ASP,Altiero Spinelli,10,G346,+322 28 49998,+322 28 45998,+322 28 47998,WIC,Winston Churchill,M02,010,+333 88 1 79998,+333 88 1 75998,+333 88 1 77998
Pat the Cope GALLAGHER,M,60,patthecope.gallagher@europarl.europa.eu,Ireland,ALDE,ASP,Altiero Spinelli,10,G305,+322 28 49591,+322 28 45591,+322 28 47591,WIC,Winston Churchill,M02,036,+333 88 1 79591,+333 88 1 75591,+333 88 1 77591
Gerben-Jan GERBRANDY,M,66,gerben-jan.gerbrandy@europarl.europa.eu,Netherlands,ALDE,ASP,Altiero Spinelli,10,G318,+322 28 49616,+322 28 45616,+322 28 47616,WIC,Winston Churchill,M02,091,+333 88 1 79616,+333 88 1 75616,+333 88 1 77616
Ivars GODMANIS,M,63,ivars.godmanis@europarl.europa.eu,Latvia,ALDE,ASP,Altiero Spinelli,10,G153,+322 28 49613,+322 28 45613,+322 28 47613,WIC,Winston Churchill,M02,067,+333 88 1 79613,+333 88 1 75613,+333 88 1 77613
Charles GOERENS,M,64,charles.goerens@europarl.europa.eu,Luxembourg,ALDE,ASP,Altiero Spinelli,09,G157,+322 28 49612,+322 28 45612,+322 28 47612,WIC,Winston Churchill,M02,105,+333 88 1 79612,+333 88 1 75612,+333 88 1 77612
Sylvie GOULARD,F,65,sylvie.goulard@europarl.europa.eu,France,ALDE,ASP,Altiero Spinelli,09,G103,+322 28 49450,+322 28 45450,+322 28 47450,WIC,Winston Churchill,M02,079,+333 88 1 79450,+333 88 1 75450,+333 88 1 77450
Nathalie GRIESBECK,F,69,nathalie.griesbeck@europarl.europa.eu,France,ALDE,ASP,Altiero Spinelli,09,G107,+322 28 49391,+322 28 45391,+322 28 47391,WIC,Winston Churchill,M02,076,+333 88 1 79391,+333 88 1 75391,+333 88 1 77391
Fiona HALL,F,47,fiona.hall@europarl.europa.eu,United Kingdom,ALDE,ASP,Altiero Spinelli,10,G246,+322 28 49561,+322 28 45561,+322 28 47561,WIC,Winston Churchill,M02,004,+333 88 1 79561,+333 88 1 75561,+333 88 1 77561
Marian HARKIN,F,64,marian.harkin@europarl.europa.eu,Ireland,ALDE,ASP,Altiero Spinelli,10,G253,+322 28 49797,+322 28 45797,+322 28 47797,WIC,Winston Churchill,M02,068,+333 88 1 79797,+333 88 1 75797,+333 88 1 77797
Eduard-Raul HELLVIG,M,,eduard-raul.hellvig@europarl.europa.eu,Romania,ALDE,,,,,,,,,,,,,,
Nadja HIRSCH,F,55,nadja.hirsch@europarl.europa.eu,Germany,ALDE,ASP,Altiero Spinelli,10,G158,+322 28 49573,+322 28 45573,+322 28 47573,WIC,Winston Churchill,M02,082,+333 88 1 79573,+333 88 1 75573,+333 88 1 77573
Christopher HUHNE,M,,,United Kingdom,ALDE,,,,,,,,,,,,,,
Filiz Hakaeva HYUSMENOVA,F,70,filizhakaeva.hyusmenova@europarl.europa.eu,Bulgaria,ALDE,ASP,Altiero Spinelli,09,G342,+322 28 49903,+322 28 45903,+322 28 47903,WIC,Winston Churchill,M02,032,+333 88 1 79903,+333 88 1 75903,+333 88 1 77903
Stanimir ILCHEV,M,63,stanimir.ilchev@europarl.europa.eu,Bulgaria,ALDE,ASP,Altiero Spinelli,09,G258,+322 28 49567,+322 28 45567,+322 28 47567,WIC,Winston Churchill,M02,031,+333 88 1 79567,+333 88 1 75567,+333 88 1 77567
Anneli JÄÄTTEENMÄKI,F,73,anneli.jaatteenmaki@europarl.europa.eu,Finland,ALDE,ASP,Altiero Spinelli,09,G242,+322 28 49614,+322 28 45614,+322 28 47614,WIC,Winston Churchill,M02,094,+333 88 1 79614,+333 88 1 75614,+333 88 1 77614
Anne E. JENSEN,F,53,annee.jensen@europarl.europa.eu,Denmark,ALDE,ASP,Altiero Spinelli,09,G154,+322 28 49798,+322 28 45798,+322 28 47798,WIC,Winston Churchill,M02,039B,+333 88 1 79798,+333 88 1 75798,+333 88 1 77798
Kent JOHANSSON,M,59,kent.johansson@europarl.europa.eu,Sweden,ALDE,ASP,Altiero Spinelli,10,G342,+322 28 49714,+322 28 45714,+322 28 47714,WIC,Winston Churchill,M02,110,+333 88 1 79714,+333 88 1 75714,+333 88 1 77714
Jelko KACIN,M,61,jelko.kacin@europarl.europa.eu,Slovenia,ALDE,ASP,Altiero Spinelli,09,G257,+322 28 49748,+322 28 45748,+322 28 47748,WIC,Winston Churchill,M02,066,+333 88 1 79748,+333 88 1 75748,+333 88 1 77748
Metin KAZAK,M,57,metin.kazak@europarl.europa.eu,Bulgaria,ALDE,ASP,Altiero Spinelli,09,G346,+322 28 49924,+322 28 45924,+322 28 47924,WIC,Winston Churchill,M02,033,+333 88 1 79924,+333 88 1 75924,+333 88 1 77924
Tchetin KAZAK,M,,,Bulgaria,ALDE,,,,,,,,,,,,,,
Wolf KLINZ,M,41,wolf.klinz@europarl.europa.eu,Germany,ALDE,ASP,Altiero Spinelli,10,G142,+322 28 49641,+322 28 45641,+322 28 47641,WIC,Winston Churchill,M02,012,+333 88 1 79641,+333 88 1 75641,+333 88 1 77641
Sergej KOZLÍK,M,53,sergej.kozlik@europarl.europa.eu,Slovakia,ALDE,ASP,Altiero Spinelli,10,G157,+322 28 49257,+322 28 45257,+322 28 47257,WIC,Winston Churchill,M02,037,+333 88 1 79257,+333 88 1 75257,+333 88 1 77257
Holger KRAHMER,M,49,holger.krahmer@europarl.europa.eu,Germany,ALDE,ASP,Altiero Spinelli,10,G146,+322 28 49344,+322 28 45344,+322 28 47344,WIC,Winston Churchill,M02,104,+333 88 1 79344,+333 88 1 75344,+333 88 1 77344
Alexander Graf LAMBSDORFF,M,52,alexandergraf.lambsdorff@europarl.europa.eu,Germany,ALDE,ASP,Altiero Spinelli,10,G138,+322 28 49118,+322 28 45118,+322 28 47118,WIC,Winston Churchill,M02,102,+333 88 1 79118,+333 88 1 75118,+333 88 1 77118
Corinne LEPAGE,F,66,corinne.lepage@europarl.europa.eu,France,ALDE,ASP,Altiero Spinelli,09,G153,+322 28 49587,+322 28 45587,+322 28 47587,WIC,Winston Churchill,M02,078,+333 88 1 79587,+333 88 1 75587,+333 88 1 77587
Enrico LETTA,M,,,Italy,ALDE,,,,,,,,,,,,,,
Baroness Sarah LUDFORD,F,59,sarah.ludford@europarl.europa.eu,United Kingdom,ALDE,ASP,Altiero Spinelli,10,G165,+322 28 49104,+322 28 45104,+322 28 47104,WIC,Winston Churchill,M02,009,+333 88 1 79104,+333 88 1 75104,+333 88 1 77104
George LYON,M,60,george.lyon@europarl.europa.eu,United Kingdom,ALDE,ASP,Altiero Spinelli,10,G210,+322 28 49628,+322 28 45628,+322 28 47628,WIC,Winston Churchill,M02,008,+333 88 1 79628,+333 88 1 75628,+333 88 1 77628
Morten LØKKEGAARD,M,53,morten.lokkegaard@europarl.europa.eu,Denmark,ALDE,ASP,Altiero Spinelli,09,G142,+322 28 49571,+322 28 45571,+322 28 47571,WIC,Winston Churchill,M02,039A,+333 88 1 79571,+333 88 1 75571,+333 88 1 77571
Cecilia MALMSTRÖM,F,,,Sweden,ALDE,,,,,,,,,,,,,,
Toine MANDERS,M,35,toine.manders@europarl.europa.eu,Netherlands,ALDE,ASP,Altiero Spinelli,10,G265,+322 28 49629,+322 28 45629,+322 28 47629,WIC,Winston Churchill,M02,088,+333 88 1 79629,+333 88 1 75629,+333 88 1 77629
Silvana KOCH-MEHRIN,F,50,silvana.koch-mehrin@europarl.europa.eu,Germany,ALDE,ASP,Altiero Spinelli,10,G115,+322 28 49112,+322 28 45112,+322 28 47112,WIC,Winston Churchill,M02,099,+333 88 1 79112,+333 88 1 75112,+333 88 1 77112
Gesine MEISSNER,F,52,gesine.meissner@europarl.europa.eu,Germany,ALDE,ASP,Altiero Spinelli,10,G116,+322 28 49578,+322 28 45578,+322 28 47578,WIC,Winston Churchill,M02,098,+333 88 1 79578,+333 88 1 75578,+333 88 1 77578
Louis MICHEL,M,52,louis.michel@europarl.europa.eu,Belgium,ALDE,ASP,Altiero Spinelli,09,G206,+322 28 49532,+322 28 45532,+322 28 47532,WIC,Winston Churchill,M02,054,+333 88 1 79532,+333 88 1 75532,+333 88 1 77532
Alexandru-Ioan MORŢUN,M,,,Romania,ALDE,,,,,,,,,,,,,,
Jan MULDER,M,53,jan.mulder@europarl.europa.eu,Netherlands,ALDE,ASP,Altiero Spinelli,10,G269,+322 28 49817,+322 28 45817,+322 28 47817,WIC,Winston Churchill,M02,089,+333 88 1 79817,+333 88 1 75817,+333 88 1 77817
Bill NEWTON DUNN,M,20,bill.newtondunn@europarl.europa.eu,United Kingdom,ALDE,ASP,Altiero Spinelli,08,G142,+322 28 49712,+322 28 45712,+322 28 47712,WIC,Winston Churchill,M03,105,+333 88 1 79712,+333 88 1 75712,+333 88 1 77712
Norica NICOLAI,F,54,norica.nicolai@europarl.europa.eu,Romania,ALDE,ASP,Altiero Spinelli,08,G242,+322 28 49619,+322 28 45619,+322 28 47619,WIC,Winston Churchill,M02,072,+333 88 1 79619,+333 88 1 75619,+333 88 1 77619
Kristiina OJULAND,F,60,kristiina.ojuland@europarl.europa.eu,Estonia,ALDE,ASP,Altiero Spinelli,09,G210,+322 28 49583,+322 28 45583,+322 28 47583,WIC,Winston Churchill,M02,038,+333 88 1 79583,+333 88 1 75583,+333 88 1 77583
Siiri OVIIR,F,63,siiri.oviir@europarl.europa.eu,Estonia,ALDE,ASP,Altiero Spinelli,09,G209,+322 28 49815,+322 28 45815,+322 28 47815,WIC,Winston Churchill,M02,040,+333 88 1 79815,+333 88 1 75815,+333 88 1 77815
Riikka PAKARINEN,F,60,riikka.pakarinen@europarl.europa.eu - riikka.manner@europarl.europa.eu,Finland,ALDE,ASP,Altiero Spinelli,09,G254,+322 28 49584,+322 28 45584,+322 28 47584,WIC,Winston Churchill,M02,095,+333 88 1 79584,+333 88 1 75584,+333 88 1 77584
Vladko Todorov PANAYOTOV,M,59,vladkotodorov.panayotov@europarl.europa.eu,Bulgaria,ALDE,ASP,Altiero Spinelli,09,G354,+322 28 49384,+322 28 45384,+322 28 47384,WIC,Winston Churchill,M02,034,+333 88 1 79384,+333 88 1 75384,+333 88 1 77384
Antonyia PARVANOVA,F,63,antonyia.parvanova@europarl.europa.eu,Bulgaria,ALDE,ASP,Altiero Spinelli,09,G265,+322 28 49568,+322 28 45568,+322 28 47568,WIC,Winston Churchill,M02,030,+333 88 1 79568,+333 88 1 75568,+333 88 1 77568
Marit PAULSEN,F,51,marit.paulsen@europarl.europa.eu,Sweden,ALDE,ASP,Altiero Spinelli,10,G257,+322 28 49621,+322 28 45621,+322 28 47621,WIC,Winston Churchill,M02,107,+333 88 1 79621,+333 88 1 75621,+333 88 1 77621
Antonio DI PIETRO,M,,,Italy,ALDE,,,,,,,,,,,,,,
Lapo PISTELLI,M,,,Italy,ALDE,,,,,,,,,,,,,,
Giovanni PROCACCI,M,,,Italy,ALDE,,,,,,,,,,,,,,
Britta REIMERS,F,55,britta.reimers@europarl.europa.eu,Germany,ALDE,ASP,Altiero Spinelli,10,G103,+322 28 49577,+322 28 45577,+322 28 47577,WIC,Winston Churchill,M02,083,+333 88 1 79577,+333 88 1 75577,+333 88 1 77577
Frédérique RIES,F,43,frederique.ries@europarl.europa.eu,Belgium,ALDE,ASP,Altiero Spinelli,09,G165,+322 28 49549,+322 28 45549,+322 28 47549,WIC,Winston Churchill,M02,111,+333 88 1 79549,+333 88 1 75549,+333 88 1 77549
Niccolò RINALDI,M,65,niccolo.rinaldi@europarl.europa.eu,Italy,ALDE,ASP,Altiero Spinelli,09,G351,+322 28 49597,+322 28 45597,+322 28 47597,WIC,Winston Churchill,M02,011,+333 88 1 79597,+333 88 1 75597,+333 88 1 77597
Robert ROCHEFORT,M,65,robert.rochefort@europarl.europa.eu,France,ALDE,ASP,Altiero Spinelli,09,G115,+322 28 49830,+322 28 45830,+322 28 47830,WIC,Winston Churchill,M02,077,+333 88 1 79830,+333 88 1 75830,+333 88 1 77830
Jens ROHDE,M,54,jens.rohde@europarl.europa.eu,Denmark,ALDE,ASP,Altiero Spinelli,09,G146,+322 28 49569,+322 28 45569,+322 28 47569,WIC,Winston Churchill,M02,039C,+333 88 1 79569,+333 88 1 75569,+333 88 1 77569
Anders SAMUELSEN,M,,,Denmark,ALDE,,,,,,,,,,,,,,
Marielle de SARNEZ,F,72,marielle.desarnez@europarl.europa.eu,France,ALDE,ASP,Altiero Spinelli,09,G102,+322 28 49297,+322 28 45297,+322 28 47297,WIC,Winston Churchill,M02,075,+333 88 1 79297,+333 88 1 75297,+333 88 1 77297
Luciana SBARBATI,F,,,Italy,ALDE,,,,,,,,,,,,,,
Marietje SCHAAKE,F,66,marietje.schaake@europarl.europa.eu,Netherlands,ALDE,ASP,Altiero Spinelli,10,G310,+322 28 49617,+322 28 45617,+322 28 47617,WIC,Winston Churchill,M02,086,+333 88 1 79617,+333 88 1 75617,+333 88 1 77617
Olle SCHMIDT,M,71,olle.schmidt@europarl.europa.eu,Sweden,ALDE,ASP,Altiero Spinelli,10,G351,+322 28 49541,+322 28 45541,+322 28 47541,WIC,Winston Churchill,M02,108,+333 88 1 79541,+333 88 1 75541,+333 88 1 77541
Edward MCMILLAN-SCOTT,M,58,edward.mcmillan-scott@europarl.europa.eu,United Kingdom,ALDE,ASP,Altiero Spinelli,13,G130,+322 28 49959,+322 28 45959,+322 28 47959,LOW,Louise Weiss,T12,027,+333 88 1 79959,+333 88 1 75959,+333 88 1 77959
Gheorghe Vergil ŞERBU,M,,,Romania,ALDE,,,,,,,,,,,,,,
Lydia SHOULEVA,F,,,Bulgaria,ALDE,,,,,,,,,,,,,,
Ovidiu Ioan SILAGHI,M,,ovidiuioan.silaghi@europarl.europa.eu,Romania,ALDE,,,,,,,,,,,,,,
Theodoros SKYLAKAKIS,M,53,theodoros.skylakakis@europarl.europa.eu,Greece,ALDE,ASP,Altiero Spinelli,08,G146,+322 28 49284,+322 28 45284,+322 28 47284,LOW,Louise Weiss,T09,041,+333 88 1 79284,+333 88 1 75284,+333 88 1 77284
Hannu TAKKULA,M,31,hannu.takkula@europarl.europa.eu,Finland,ALDE,ASP,Altiero Spinelli,09,G246,+322 28 49851,+322 28 45851,+322 28 47851,WIC,Winston Churchill,M02,093,+333 88 1 79851,+333 88 1 75851,+333 88 1 77851
Rebecca TAYLOR,F,59,rebecca.taylor@europarl.europa.eu,United Kingdom,ALDE,ASP,Altiero Spinelli,10,G254,+322 28 49201,+322 28 45201,+322 28 47201,WIC,Winston Churchill,M02,101,+333 88 1 79201,+333 88 1 75201,+333 88 1 77201
Alexandra THEIN,F,52,alexandra.thein@europarl.europa.eu,Germany,ALDE,ASP,Altiero Spinelli,10,G242,+322 28 49576,+322 28 45576,+322 28 47576,WIC,Winston Churchill,M02,084,+333 88 1 79576,+333 88 1 75576,+333 88 1 77576
Michael THEURER,M,55,michael.theurer@europarl.europa.eu,Germany,ALDE,ASP,Altiero Spinelli,09,G302,+322 28 49572,+322 28 45572,+322 28 47572,WIC,Winston Churchill,M02,024,+333 88 1 79572,+333 88 1 75572,+333 88 1 77572
Horia-Victor TOMA,M,,,Romania,ALDE,,,,,,,,,,,,,,
Vilja SAVISAAR-TOOMAST,F,64,vilja.savisaar-toomast@europarl.europa.eu,Estonia,ALDE,ASP,Altiero Spinelli,09,G217,+322 28 49582,+322 28 45582,+322 28 47582,WIC,Winston Churchill,M02,041,+333 88 1 79582,+333 88 1 75582,+333 88 1 77582
Nils TORVALDS,M,49,nils.torvalds@europarl.europa.eu,Finland,ALDE,ASP,Altiero Spinelli,09,G158,+322 28 49585,+322 28 45585,+322 28 47585,WIC,Winston Churchill,M02,092,+333 88 1 79585,+333 88 1 75585,+333 88 1 77585
Ramon TREMOSA I BALCELLS,M,64,ramon.tremosa@europarl.europa.eu,Spain,ALDE,ASP,Altiero Spinelli,08,G154,+322 28 49580,+322 28 45580,+322 28 47580,WIC,Winston Churchill,M02,080,+333 88 1 79580,+333 88 1 75580,+333 88 1 77580
Giommaria UGGIAS,M,64,giommaria.uggias@europarl.europa.eu,Italy,ALDE,ASP,Altiero Spinelli,09,G317,+322 28 49608,+322 28 45608,+322 28 47608,WIC,Winston Churchill,M02,014,+333 88 1 79608,+333 88 1 75608,+333 88 1 77608
Annemie NEYTS-UYTTEBROECK,F,59,annemie.neyts-uyttebroeck@europarl.europa.eu,Belgium,ALDE,ASP,Altiero Spinelli,09,G218,+322 28 49661,+322 28 45661,+322 28 47661,WIC,Winston Churchill,M02,002,+333 88 1 79661,+333 88 1 75661,+333 88 1 77661
Ivo VAJGL,M,63,ivo.vajgl@europarl.europa.eu,Slovenia,ALDE,ASP,Altiero Spinelli,09,G253,+322 28 49620,+322 28 45620,+322 28 47620,WIC,Winston Churchill,M02,071,+333 88 1 79620,+333 88 1 75620,+333 88 1 77620
Adina-Ioana VĂLEAN,F,54,adinaioana.valean@europarl.europa.eu,Romania,ALDE,ASP,Altiero Spinelli,08,G342,+322 28 49861,+322 28 45861,+322 28 47861,WIC,Winston Churchill,M02,112,+333 88 1 79861,+333 88 1 75861,+333 88 1 77861
Joan VALLVÉ,M,,,Spain,ALDE,,,,,,,,,,,,,,
Gianni VATTIMO,M,64,gianni.vattimo@europarl.europa.eu,Italy,ALDE,ASP,Altiero Spinelli,09,G318,+322 28 49602,+322 28 45602,+322 28 47602,WIC,Winston Churchill,M02,013,+333 88 1 79602,+333 88 1 75602,+333 88 1 77602
Paavo VÄYRYNEN,M,,,Finland,ALDE,,,,,,,,,,,,,,
Sophia in 't VELD,F,66,sophie.intveld@europarl.europa.eu,Netherlands,ALDE,ASP,Altiero Spinelli,10,G317,+322 28 49796,+322 28 45796,+322 28 47796,WIC,Winston Churchill,M02,090,+333 88 1 79796,+333 88 1 75796,+333 88 1 77796
Guy VERHOFSTADT,M,64,guy.verhofstadt@europarl.europa.eu,Belgium,ALDE,PHS,Paul-Henri Spaak,55,C011,+322 28 49566,+322 28 45566,+322 28 47566,LOW,Louise Weiss,T06,028,+333 88 1 79566,+333 88 1 75566,+333 88 1 77566
Justina VITKAUSKAITE BERNARD,F,49,justina.vitkauskaitebernard@europarl.europa.eu - justina.vitkauskaite@europarl.europa.eu,Lithuania,ALDE,ASP,Altiero Spinelli,10,G209,+322 28 49611,+322 28 45611,+322 28 47611,WIC,Winston Churchill,M02,021,+333 88 1 79611,+333 88 1 75611,+333 88 1 77611
Sir Graham WATSON,M,55,graham.watson@europarl.europa.eu,United Kingdom,ALDE,ASP,Altiero Spinelli,09,G205,+322 28 49626,+322 28 45626,+322 28 47626,WIC,Winston Churchill,M02,106,+333 88 1 79626,+333 88 1 75626,+333 88 1 77626
Renate WEBER,F,63,renate.weber@europarl.europa.eu,Romania,ALDE,ASP,Altiero Spinelli,08,G246,+322 28 49846,+322 28 45846,+322 28 47846,WIC,Winston Churchill,M02,070,+333 88 1 79846,+333 88 1 75846,+333 88 1 77846
Angelika WERTHMANN,F,67,angelika.werthmann@europarl.europa.eu,Austria,ALDE,ASP,Altiero Spinelli,09,G309,+322 28 49768,+322 28 45768,+322 28 47768,WIC,Winston Churchill,M04,005,+333 88 1 79768,+333 88 1 75768,+333 88 1 77768
Cecilia WIKSTRÖM,F,52,cecilia.wikstrom@europarl.europa.eu,Sweden,ALDE,ASP,Altiero Spinelli,10,G354,+322 28 49622,+322 28 45622,+322 28 47622,WIC,Winston Churchill,M02,109,+333 88 1 79622,+333 88 1 75622,+333 88 1 77622
Andrea ZANONI,M,61,andrea.zanoni@europarl.europa.eu,Italy,ALDE,ASP,Altiero Spinelli,10,G154,+322 28 49604,+322 28 45604,+322 28 47604,WIC,Winston Churchill,M02,100,+333 88 1 79604,+333 88 1 75604,+333 88 1 77604
